Ban,Pick,Outcome
"['Sejuani', 'Annie', 'Lulu', 'Lissandra', 'Renekton']","['Ornn', 'Vi', 'Ahri', 'Zeri', 'Zilean']",0
"['Vi', 'Zeri', 'KSante', 'Ahri', 'Malphite']","['Jayce', 'Sejuani', 'Lissandra', 'Varus', 'Braum']",1
"['Annie', 'Lucian', 'Elise', 'Ashe', 'Gragas']","['JarvanIV', 'Wukong', 'LeBlanc', 'Aphelios', 'Leona']",0
"['Annie', 'Zeri', 'KSante', 'Vi', 'Wukong']","['Gnar', 'Sejuani', 'Lissandra', 'Aphelios', 'Thresh']",1
"['Lucian', 'Caitlyn', 'Varus', 'Viego', 'Gragas']","['Malphite', 'Maokai', 'Jayce', 'Xayah', 'Rakan']",0
"['Annie', 'Zeri', 'KSante', 'Vi', 'Malphite']","['Ornn', 'Viego', 'Ahri', 'Aphelios', 'Thresh']",0
"['Lucian', 'Caitlyn', 'Varus', 'Gragas', 'Lissandra']","['Jayce', 'Wukong', 'LeBlanc', 'Xayah', 'Rakan']",1
"['Vi', 'Zeri', 'KSante', 'Wukong', 'Ahri']","['Sylas', 'Sejuani', 'Jayce', 'Varus', 'TahmKench']",1
"['Annie', 'Lucian', 'Elise', 'Renata Glasc', 'Lissandra']","['Malphite', 'Olaf', 'LeBlanc', 'Xayah', 'Rakan']",0
"['Caitlyn', 'Lucian', 'Varus', 'Tristana', 'Gnar']","['KSante', 'Wukong', 'Ahri', 'Zeri', 'Lulu']",1
"['Elise', 'Annie', 'Jayce', 'Maokai', 'Kennen']","['Jax', 'Sejuani', 'Taliyah', 'Xayah', 'Rakan']",0
"['Annie', 'Caitlyn', 'Zeri', 'Jax', 'LeBlanc']","['KSante', 'Vi', 'Lissandra', 'Xayah', 'Rakan']",1
"['Elise', 'Aphelios', 'Sejuani', 'Kennen', 'Ahri']","['Gnar', 'Wukong', 'Veigar', 'Lucian', 'Nami']",0
"['Annie', 'Zeri', 'Lucian', 'Leona', 'Heimerdinger']","['Jayce', 'Vi', 'Ahri', 'Ashe', 'Pantheon']",0
"['Elise', 'Aphelios', 'Rakan', 'Maokai', 'LeBlanc']","['KSante', 'Sejuani', 'Yone', 'Varus', 'Blitzcrank']",1
"['Caitlyn', 'Lucian', 'Varus', 'Yone', 'Tristana']","['KSante', 'Vi', 'LeBlanc', 'Aphelios', 'Thresh']",1
"['Annie', 'Elise', 'Zeri', 'Maokai', 'Wukong']","['Gnar', 'Sejuani', 'Gragas', 'Xayah', 'Rakan']",0
"['Sejuani', 'Vi', 'Zeri', 'Taliyah', 'Malphite']","['Gnar', 'Elise', 'KSante', 'Lucian', 'Nami']",1
"['Annie', 'Varus', 'Caitlyn', 'Jayce', 'Tristana']","['Renekton', 'Wukong', 'Veigar', 'Aphelios', 'Lulu']",0
"['Annie', 'Sejuani', 'Taliyah', 'Lissandra', 'Kennen']","['Gnar', 'Vi', 'Kassadin', 'Zeri', 'Ashe']",0
"['Jayce', 'Elise', 'Thresh', 'Ahri', 'Renekton']","['Jax', 'Wukong', 'TwistedFate', 'Varus', 'Leona']",1
"['Sejuani', 'Vi', 'Zeri', 'Malphite', 'Renata Glasc']","['KSante', 'LeeSin', 'Kassadin', 'Xayah', 'Rakan']",1
"['Annie', 'Elise', 'Ashe', 'LeBlanc', 'Jayce']","['Jax', 'Wukong', 'Veigar', 'Varus', 'Leona']",0
"['Annie', 'Sejuani', 'Taliyah', 'Veigar', 'Lissandra']","['Gnar', 'LeeSin', 'Galio', 'Xayah', 'Rakan']",0
"['Jayce', 'Elise', 'Ashe', 'LeBlanc', 'Ahri']","['Jax', 'Vi', 'TwistedFate', 'Zeri', 'Lulu']",1
"['Sejuani', 'Vi', 'Zeri', 'Renata Glasc', 'Jax']","['Gnar', 'Wukong', 'Gragas', 'Xayah', 'Rakan']",1
"['Annie', 'Elise', 'Lee Sin', 'Ahri', 'LeBlanc']","['Jayce', 'XinZhao', 'Taliyah', 'Varus', 'Nautilus']",0
"['Veigar', 'Vi', 'Draven', 'Yone', 'KSante']","['Jayce', 'Wukong', 'Taliyah', 'Varus', 'Karma']",0
"['Annie', 'Caitlyn', 'Lucian', 'Nidalee', 'LeBlanc']","['Gragas', 'Sejuani', 'Tristana', 'Zeri', 'Rakan']",1
"['Veigar', 'Vi', 'Rakan', 'Ahri', 'LeBlanc']","['Renekton', 'Elise', 'Jayce', 'Lucian', 'Sona']",1
"['Annie', 'Caitlyn', 'Varus', 'Sejuani', 'Maokai']","['KSante', 'Wukong', 'Taliyah', 'Draven', 'Nami']",0
"['Annie', 'Varus', 'Vi', 'Tristana', 'Jayce']","['KSante', 'Sejuani', 'Taliyah', 'Zeri', 'Lulu']",0
"['Caitlyn', 'Elise', 'Aphelios', 'Renekton', 'Kennen']","['Gnar', 'Maokai', 'Yone', 'Lucian', 'Nami']",1
"['Veigar', 'Vi', 'Rakan', 'Yone', 'Tristana']","['Jayce', 'Wukong', 'Taliyah', 'Varus', 'Heimerdinger']",0
"['Annie', 'Caitlyn', 'Lucian', 'Elise', 'Renekton']","['Gragas', 'Sejuani', 'Yasuo', 'Zeri', 'Lulu']",1
"['Sejuani', 'Taliyah', 'Vi', 'Renekton', 'Twisted Fate']","['KSante', 'LeeSin', 'Ahri', 'Aphelios', 'Thresh']",0
"['Annie', 'Varus', 'Wukong', 'LeBlanc', 'Sylas']","['Malphite', 'XinZhao', 'Veigar', 'Zeri', 'Blitzcrank']",1
"['Sejuani', 'Taliyah', 'Veigar', 'Renekton', 'Malphite']","['Gnar', 'Wukong', 'Ahri', 'Aphelios', 'Thresh']",1
"['Varus', 'Annie', 'Lucian', 'Sylas', 'LeBlanc']","['KSante', 'Vi', 'Lissandra', 'Zeri', 'Blitzcrank']",0
"['Annie', 'Renekton', 'Varus', 'Jax', 'Lulu']","['KSante', 'Vi', 'Kassadin', 'Xayah', 'Leona']",0
"['Wukong', 'Caitlyn', 'Sylas', 'Thresh', 'Lucian']","['Urgot', 'Sejuani', 'Veigar', 'Zeri', 'Rakan']",1
"['Sejuani', 'Taliyah', 'Veigar', 'Renekton', 'Urgot']","['KSante', 'Vi', 'Lissandra', 'Aphelios', 'Thresh']",0
"['Annie', 'Varus', 'Wukong', 'LeBlanc', 'Sylas']","['Malphite', 'XinZhao', 'Ahri', 'Zeri', 'Rakan']",1
"['LeBlanc', 'Sylas', 'Sejuani', 'Annie', 'Azir']","['Gangplank', 'Viego', 'Ahri', 'Tristana', 'Alistar']",1
"['Neeko', 'Renekton', 'Poppy', 'Maokai', 'Xayah']","['Jax', 'Nocturne', 'Akali', 'Kaisa', 'Rell']",0
"['LeBlanc', 'Sejuani', 'Tristana', 'Nautilus', 'Rell']","['Gragas', 'Vi', 'Azir', 'Zeri', 'Alistar']",1
"['Renekton', 'Poppy', 'Maokai', 'Neeko', 'Ahri']","['Jax', 'Wukong', 'Yone', 'Kaisa', 'Rakan']",0
"['Sejuani', 'KSante', 'Poppy', 'Alistar', 'Rakan']","['Renekton', 'Zac', 'Tristana', 'Xayah', 'Rell']",1
"['Jayce', 'Vi', 'Kaisa', 'Draven', 'LeBlanc']","['Aatrox', 'Maokai', 'Azir', 'Zeri', 'Braum']",0
"['Sejuani', 'Tristana', 'Poppy', 'Alistar', 'Nautilus']","['Renekton', 'LeeSin', 'Annie', 'Xayah', 'Rell']",1
"['Jayce', 'Kaisa', 'Vi', 'Draven', 'Rakan']","['KSante', 'Viego', 'LeBlanc', 'Zeri', 'Braum']",0
"['Jax', 'Vi', 'Sejuani', 'Rell', 'Ivern']","['Renekton', 'Maokai', 'Tristana', 'Xayah', 'Leona']",1
"['Azir', 'Poppy', 'Rakan', 'Alistar', 'Braum']","['KSante', 'Rumble', 'Jayce', 'Kaisa', 'Nautilus']",0
"['Vi', 'Jax', 'Maokai', 'Rell', 'Rakan']","['Renekton', 'Lillia', 'Jayce', 'KogMaw', 'Braum']",1
"['Azir', 'Sejuani', 'Poppy', 'Xayah', 'Milio']","['Aatrox', 'Skarner', 'Tristana', 'Kaisa', 'Nautilus']",0
"['Azir', 'Yone', 'Jax', 'Sylas', 'Rell']","['Renekton', 'Maokai', 'Jayce', 'Aphelios', 'Nautilus']",0
"['Neeko', 'Tristana', 'LeBlanc', 'Xayah', 'Ashe']","['Aatrox', 'Sejuani', 'Ahri', 'Kaisa', 'Alistar']",1
"['Azir', 'Sejuani', 'Kaisa', 'Rakan', 'Poppy']","['Jax', 'Vi', 'Annie', 'Varus', 'Alistar']",0
"['Neeko', 'Tristana', 'LeBlanc', 'Leona', 'Ziggs']","['Renekton', 'Maokai', 'Jayce', 'Xayah', 'Rell']",1
"['Jax', 'Renekton', 'Neeko', 'Zeri', 'Nautilus']","['KSante', 'Wukong', 'Seraphine', 'Xayah', 'Rakan']",1
"['Vi', 'Poppy', 'Annie', 'Nocturne', 'Tristana']","['Aatrox', 'Sejuani', 'Azir', 'Aphelios', 'Lulu']",0
"['Jax', 'Neeko', 'Renekton', 'Alistar', 'Poppy']","['KSante', 'Maokai', 'Azir', 'Nilah', 'Rakan']",0
"['Seraphine', 'Xayah', 'Sejuani', 'Rell', 'Jax']","['Fiora', 'Viego', 'Annie', 'Kaisa', 'Nautilus']",1
"['Renekton', 'Kaisa', 'Fiora', 'Samira', 'Xayah']","['KSante', 'Vi', 'Ahri', 'Zeri', 'Rell']",0
"['Seraphine', 'Poppy', 'Alistar', 'Nocturne']","['Malphite', 'Viego', 'Neeko', 'Tristana', 'Nautilus']",1
"['LeBlanc', 'Jax', 'Yone', 'Rell', 'Alistar']","['KSante', 'Maokai', 'Azir', 'Xayah', 'Braum']",1
"['Poppy', 'Aatrox', 'Neeko', 'Rakan', 'Nautilus']","['Gwen', 'Sejuani', 'Tristana', 'Kaisa', 'Leona']",0
"['LeBlanc', 'Maokai', 'Jax', 'Alistar', 'Azir']","['Gnar', 'Sejuani', 'Tristana', 'Zeri', 'Xayah']",0
"['Poppy', 'Aatrox', 'Xayah', 'Gwen', 'Renata Glasc']","['KSante', 'Nocturne', 'Ahri', 'Kaisa', 'Rell']",1
"['LeBlanc', 'Rell', 'Yone', 'Kaisa', 'Zeri']","['Maokai', 'LeeSin', 'Xerath', 'Xayah', 'Rakan']",1
"['Poppy', 'Aatrox', 'Neeko', 'Jayce', 'Tristana']","['Jax', 'Sejuani', 'Azir', 'Ezreal', 'Leona']",0
"['Poppy', 'Vi', 'Jax', 'Rakan', 'Alistar']","['KSante', 'Wukong', 'Azir', 'Kaisa', 'Rell']",0
"['Renekton', 'Sejuani', 'Aatrox', 'Gnar', 'Nautilus']","['Rumble', 'Maokai', 'Tristana', 'Xayah', 'Leona']",1
"['Poppy', 'Vi', 'Tristana', 'LeBlanc', 'Azir']","['Aatrox', 'Viego', 'Annie', 'Xayah', 'Rakan']",0
"['Renekton', 'Sejuani', 'Nautilus', 'Yone', 'Ahri']","['Jax', 'Maokai', 'Jayce', 'Kaisa', 'Rell']",1
"['Azir', 'Poppy', 'Vi', 'Zeri', 'Alistar']","['Jax', 'Nocturne', 'Ahri', 'Kaisa', 'Rakan']",1
"['LeBlanc', 'Tristana', 'Jayce', 'Varus', 'Draven']","['Renekton', 'Sejuani', 'Annie', 'Xayah', 'Maokai']",0
"['Azir', 'Poppy', 'Aatrox', 'Lillia', 'Skarner']","['Renekton', 'Maokai', 'Jayce', 'Zeri', 'Alistar']",1
"['Jax', 'Kaisa', 'Sejuani', 'Varus', 'Rakan']","['KSante', 'Vi', 'Tristana', 'Aphelios', 'Rell']",0
"['LeBlanc', 'Tristana', 'Kaisa', 'Rumble', 'Renekton']","['Aatrox', 'Nocturne', 'Ahri', 'Zeri', 'Rakan']",0
"['Annie', 'Neeko', 'Vi', 'Viego', 'Poppy']","['Jax', 'Sejuani', 'Jayce', 'Varus', 'Nautilus']",1
"['Tristana', 'LeBlanc', 'Jayce', 'Varus', 'Kaisa']","['KSante', 'Viego', 'Annie', 'Xayah', 'Alistar']",0
"['Poppy', 'Zeri', 'Azir', 'Rakan', 'Rell']","['Jax', 'Vi', 'Neeko', 'Ziggs', 'Leona']",1
"['KSante', 'LeBlanc', 'Sejuani', 'Tristana', 'Azir']","['Aatrox', 'Maokai', 'Jayce', 'Zeri', 'Rakan']",1
"['Vi', 'Rumble', 'Neeko', 'Braum', 'Xayah']","['Renekton', 'Rell', 'Xerath', 'Kaisa', 'Nautilus']",0
"['KSante', 'LeBlanc', 'Sejuani', 'Rakan', 'Viego']","['Aatrox', 'Maokai', 'Jayce', 'Kaisa', 'Alistar']",1
"['Vi', 'Rumble', 'Neeko', 'Nautilus', 'Draven']","['Renekton', 'Rell', 'Xerath', 'Zeri', 'Braum']",0
"['Rell', 'Neeko', 'Tristana', 'Xayah', 'Milio']","['Jax', 'Vi', 'LeBlanc', 'Sivir', 'Alistar']",1
"['Kaisa', 'Sejuani', 'Annie', 'Zeri', 'Rakan']","['Rumble', 'Nautilus', 'Jayce', 'Varus', 'Heimerdinger']",0
"['Neeko', 'Tristana', 'Kaisa', 'Rakan', 'Heimerdinger']","['Jax', 'Poppy', 'Azir', 'Varus', 'Alistar']",1
"['Annie', 'Sejuani', 'Vi', 'Nautilus', 'Zeri']","['Renekton', 'Lillia', 'LeBlanc', 'Ashe', 'Rell']",0
"['Tristana', 'Jayce', 'LeBlanc', 'Rakan', 'Alistar']","['Ornn', 'LeeSin', 'Annie', 'Kaisa', 'Rell']",0
"['Vi', 'Poppy', 'Azir', 'Viego', 'KSante']","['Renekton', 'Sejuani', 'Neeko', 'Xayah', 'Maokai']",1
"['Tristana', 'Jayce', 'LeBlanc', 'Sejuani', 'Rakan']","['Renekton', 'LeeSin', 'Annie', 'Zeri', 'Alistar']",1
"['Vi', 'Poppy', 'Azir', 'Viego', 'Lulu']","['Jax', 'Rell', 'Neeko', 'Xayah', 'Nautilus']",0
"['Tristana', 'Azir', 'Maokai', 'Lillia', 'Sejuani']","['KSante', 'KhaZix', 'Annie', 'Xayah', 'Rell']",1
"['Vi', 'Poppy', 'LeBlanc', 'Rakan', 'Viego']","['Renekton', 'Ivern', 'Jayce', 'Kaisa', 'Alistar']",0
"['Yone', 'Rell', 'Vi', 'Sejuani', 'Maokai']","['KSante', 'Nocturne', 'LeBlanc', 'Kaisa', 'Leona']",0
"['Poppy', 'Jax', 'Tristana', 'Rakan', 'Alistar']","['Renekton', 'Viego', 'Azir', 'Aphelios', 'Nautilus']",1
"['Yone', 'Rell', 'Vi', 'Xayah', 'Varus']","['KSante', 'Nautilus', 'Azir', 'Kaisa', 'Alistar']",0
"['Poppy', 'Jax', 'LeBlanc', 'Jayce', 'Nocturne']","['Renekton', 'Sejuani', 'Tristana', 'Ezreal', 'Maokai']",1
"['LeBlanc', 'Vi', 'Poppy', 'Xayah', 'Alistar']","['Renekton', 'Rell', 'Neeko', 'Zeri', 'Nautilus']",1
"['Kaisa', 'Jax', 'Azir', 'KSante', 'Samira']","['Rumble', 'Maokai', 'Jayce', 'Varus', 'Braum']",0
"['LeBlanc', 'Rell', 'Vi', 'Poppy', 'Maokai']","['Renekton', 'Sejuani', 'Annie', 'Vayne', 'Alistar']",1
"['Jax', 'Azir', 'Neeko', 'Zeri', 'Jayce']","['KSante', 'Lillia', 'Tristana', 'Kaisa', 'Nautilus']",0
"['Yone', 'Vi', 'Kaisa', 'Rell', 'Rakan']","['KSante', 'Maokai', 'Azir', 'Varus', 'Nautilus']",0
"['Poppy', 'Renekton', 'Skarner', 'Tristana', 'Jayce']","['Jax', 'Sejuani', 'LeBlanc', 'Ezreal', 'Leona']",1
"['Yone', 'LeBlanc', 'Jax', 'Rakan', 'Maokai']","['Gwen', 'Vi', 'Neeko', 'Kaisa', 'Nautilus']",0
"['Poppy', 'Renekton', 'Azir', 'Rell', 'Alistar']","['KSante', 'Sejuani', 'Tristana', 'Xayah', 'Braum']",1
"['Poppy', 'Sejuani', 'Jax', 'Azir', 'Jayce']","['KSante', 'Neeko', 'Tristana', 'Kaisa', 'Nautilus']",1
"['Ivern', 'Rell', 'Rumble', 'Rakan', 'Viego']","['Renekton', 'KhaZix', 'LeBlanc', 'Ashe', 'Braum']",0
"['Poppy', 'Sejuani', 'Jax', 'Azir', 'Jayce']","['Renekton', 'Lillia', 'Tristana', 'Kaisa', 'Nautilus']",1
"['Neeko', 'Ivern', 'Rell', 'Rakan', 'Vi']","['KSante', 'Viego', 'Cassiopeia', 'Ashe', 'Braum']",0
"['Vi', 'Poppy', 'Viego', 'Rakan', 'Alistar']","['Gwen', 'Nautilus', 'Tristana', 'Kaisa', 'Rell']",1
"['Yone', 'Renekton', 'LeBlanc', 'Rumble', 'Ivern']","['KSante', 'Maokai', 'Azir', 'Xayah', 'Braum']",0
"['Poppy', 'Vi', 'Cassiopeia', 'Rakan', 'Viego']","['Ornn', 'Sejuani', 'Tristana', 'Kaisa', 'Rell']",1
"['Yone', 'Rumble', 'LeBlanc', 'Maokai', 'Ivern']","['Renekton', 'Skarner', 'Azir', 'Xayah', 'Alistar']",0
"['Jax', 'Poppy', 'Maokai', 'Yone', 'Rakan']","['Gnar', 'Rell', 'Azir', 'Kaisa', 'Nautilus']",1
"['Rumble', 'Vi', 'LeBlanc', 'KSante', 'Nocturne']","['Renekton', 'Sejuani', 'Ahri', 'Xayah', 'Alistar']",0
"['Jax', 'Rell', 'Rumble', 'Rakan', 'Heimerdinger']","['Renekton', 'Maokai', 'Azir', 'Ezreal', 'Leona']",0
"['Vi', 'Poppy', 'Kaisa', 'Samira', 'Nautilus']","['KSante', 'Sejuani', 'Tristana', 'Varus', 'Braum']",1
"['Jax', 'Tristana', 'Varus', 'Yone', 'Rakan']","['Rumble', 'Vi', 'Azir', 'Zeri', 'Alistar']",0
"['Kaisa', 'LeBlanc', 'Poppy', 'Aphelios', 'Draven']","['KSante', 'Maokai', 'Jayce', 'Xayah', 'Rell']",1
"['Renekton', 'Viego', 'Kaisa', 'Varus', 'Alistar']","['KSante', 'Nocturne', 'Tristana', 'Samira', 'Nautilus']",0
"['Rell', 'LeBlanc', 'Sejuani', 'Rakan', 'Neeko']","['Rumble', 'Poppy', 'Azir', 'Zeri', 'Maokai']",1
"['Renekton', 'Viego', 'Kaisa', 'Nautilus', 'Ezreal']","['KSante', 'KhaZix', 'LeBlanc', 'Xayah', 'Rakan']",0
"['Rell', 'Maokai', 'Sejuani', 'Vi', 'Nocturne']","['Jax', 'Poppy', 'Neeko', 'Zeri', 'Lulu']",1
"['LeBlanc', 'Sejuani', 'Tristana', 'Lulu', 'Xayah']","['Jax', 'Maokai', 'Yone', 'Samira', 'Nautilus']",1
"['Poppy', 'Kaisa', 'Vi', 'Alistar', 'Zeri']","['Renekton', 'Wukong', 'Azir', 'Varus', 'Rell']",0
"['LeBlanc', 'Kaisa', 'Sejuani', 'Alistar', 'Xayah']","['Jax', 'Rell', 'Yone', 'Zeri', 'Leona']",1
"['Poppy', 'Tristana', 'Vi', 'Samira', 'Draven']","['Renekton', 'Maokai', 'Azir', 'Lucian', 'Nautilus']",0
"['Vi', 'Poppy', 'LeBlanc', 'Renekton', 'Alistar']","['Jax', 'Nocturne', 'Ahri', 'Kaisa', 'Rell']",1
"['Sejuani', 'Neeko', 'Azir', 'Irelia', 'Annie']","['Rumble', 'Maokai', 'Jayce', 'Aphelios', 'Braum']",0
"['Poppy', 'Sejuani', 'Tristana', 'Skarner', 'Renekton']","['Jax', 'Wukong', 'Yone', 'Kaisa', 'Maokai']",1
"['Neeko', 'Vi', 'LeBlanc', 'Blitzcrank', 'Nautilus']","['Gragas', 'KhaZix', 'Azir', 'Xayah', 'Rakan']",0
"['Tristana', 'Poppy', 'Kaisa', 'Milio', 'Blitzcrank']","['Jax', 'Sejuani', 'LeBlanc', 'Jinx', 'Thresh']",0
"['Rumble', 'Annie', 'Neeko', 'Xayah', 'Draven']","['Gragas', 'Skarner', 'Azir', 'Aphelios', 'Rakan']",1
"['Tristana', 'Poppy', 'Azir', 'Milio', 'Rakan']","['Ornn', 'Vi', 'LeBlanc', 'Kaisa', 'Rell']",1
"['Rumble', 'Annie', 'Neeko', 'Jax', 'Nautilus']","['Renekton', 'Maokai', 'Jayce', 'Aphelios', 'Alistar']",0
"['Tristana', 'LeBlanc', 'Neeko', 'Skarner', 'Sejuani']","['Gangplank', 'Maokai', 'Jayce', 'Kaisa', 'Blitzcrank']",0
"['Rumble', 'Vi', 'Annie', 'Nautilus', 'Rell']","['KSante', 'Poppy', 'Azir', 'Xayah', 'Rakan']",1
"['Jax', 'LeBlanc', 'Tristana', 'Yone', 'Annie']","['Poppy', 'Viego', 'Azir', 'Xayah', 'Rell']",1
"['Vi', 'Nilah', 'Neeko', 'Renekton', 'Rakan']","['KSante', 'Sejuani', 'Akali', 'Kaisa', 'Alistar']",0
"['Jax', 'LeBlanc', 'Poppy', 'Milio', 'Lulu']","['Malphite', 'Wukong', 'Annie', 'Kaisa', 'Rakan']",0
"['Vi', 'Nilah', 'Neeko', 'Viego', 'Renekton']","['KSante', 'Sejuani', 'Tristana', 'Aphelios', 'Rell']",1
"['Jax', 'LeBlanc', 'Tristana', 'Rumble', 'KSante']","['Renekton', 'Viego', 'Annie', 'Xayah', 'Rakan']",1
"['Vi', 'Neeko', 'Azir', 'Nilah', 'Kaisa']","['Quinn', 'Poppy', 'Taliyah', 'Aphelios', 'Rell']",0
"['Annie', 'Viego', 'Sejuani', 'Nautilus', 'Milio']","['Renekton', 'Ivern', 'Tristana', 'Xayah', 'Alistar']",0
"['Neeko', 'Vi', 'Kaisa', 'Rakan', 'Rell']","['Jax', 'Maokai', 'Jayce', 'Aphelios', 'Lulu']",1
"['Annie', 'Viego', 'Maokai', 'Nautilus', 'Malphite']","['KSante', 'Sejuani', 'LeBlanc', 'Aphelios', 'Rakan']",0
"['Neeko', 'Vi', 'Tristana', 'Jax', 'Milio']","['Renekton', 'Poppy', 'Azir', 'Kaisa', 'Alistar']",1
"['Annie', 'Vi', 'Neeko', 'Samira', 'Xayah']","['Rumble', 'Viego', 'Yone', 'Kaisa', 'Rakan']",1
"['Maokai', 'Sejuani', 'LeBlanc', 'Blitzcrank', 'Nautilus']","['Renekton', 'Poppy', 'Azir', 'Aphelios', 'Rell']",0
"['Annie', 'Neeko', 'LeBlanc', 'Nautilus', 'Rell']","['Renekton', 'Wukong', 'Azir', 'Xayah', 'Rakan']",1
"['Maokai', 'Sejuani', 'Rumble', 'Viego', 'Poppy']","['Jax', 'Vi', 'Ahri', 'Kaisa', 'Galio']",0
"['Annie', 'Kaisa', 'Sejuani', 'Jayce', 'LeBlanc']","['KSante', 'Lillia', 'Tristana', 'Xayah', 'Rakan']",1
"['Neeko', 'Azir', 'Poppy', 'Jax', 'Maokai']","['Renekton', 'Diana', 'Yasuo', 'Aphelios', 'Rell']",0
"['Neeko', 'Tristana', 'LeBlanc', 'Xayah', 'Draven']","['Gragas', 'Vi', 'Azir', 'Aphelios', 'Rakan']",0
"['Sejuani', 'Poppy', 'Kaisa', 'Jax', 'Milio']","['Rumble', 'LeeSin', 'Annie', 'Jinx', 'Leona']",1
"['Annie', 'Kaisa', 'Sejuani', 'Draven', 'Aphelios']","['Renekton', 'Maokai', 'Tristana', 'Zeri', 'Rell']",0
"['Neeko', 'Poppy', 'Gragas', 'Milio', 'Xayah']","['Jax', 'Ivern', 'Jayce', 'Varus', 'Nautilus']",1
"['Neeko', 'Poppy', 'Nilah', 'Rakan', 'Nautilus']","['KSante', 'Viego', 'Annie', 'Kaisa', 'Rell']",0
"['Jax', 'LeBlanc', 'Tristana', 'Rumble', 'Maokai']","['Renekton', 'Vi', 'Azir', 'Xayah', 'Alistar']",1
"['Neeko', 'Poppy', 'Azir', 'KSante', 'Rakan']","['Rumble', 'Sejuani', 'Tristana', 'Kaisa', 'Rell']",1
"['Jax', 'LeBlanc', 'Ivern', 'Maokai', 'Varus']","['Renekton', 'Vi', 'Annie', 'Xayah', 'Nautilus']",0
"['Cassiopeia', 'Neeko', 'Vi', 'Aphelios', 'Nilah']","['Poppy', 'Ivern', 'Tristana', 'Ashe', 'Milio']",0
"['Jax', 'Rumble', 'LeBlanc', 'Rell', 'Kaisa']","['Renekton', 'Maokai', 'Azir', 'Xayah', 'Rakan']",1
"['Ivern', 'Vi', 'Tristana', 'Rell', 'Nautilus']","['Renekton', 'Poppy', 'Azir', 'Aphelios', 'Rakan']",0
"['Sejuani', 'Neeko', 'LeBlanc', 'Rumble', 'Jax']","['KSante', 'KhaZix', 'Annie', 'Kaisa', 'Blitzcrank']",1
"['Ivern', 'Vi', 'Neeko', 'Braum', 'Renekton']","['Jax', 'Viego', 'Cassiopeia', 'Kaisa', 'Alistar']",0
"['Sejuani', 'Poppy', 'LeBlanc', 'Azir', 'Annie']","['Gangplank', 'Maokai', 'Tristana', 'Aphelios', 'Rell']",1
"['Annie', 'Sejuani', 'Poppy', 'Draven', 'Jinx']","['KSante', 'Ivern', 'Tristana', 'Aphelios', 'Nautilus']",0
"['LeBlanc', 'Neeko', 'Kaisa', 'Alistar', 'Braum']","['Renekton', 'Maokai', 'Azir', 'Samira', 'Rell']",1
"['Annie', 'Sejuani', 'Tristana', 'Poppy', 'Rakan']","['Renekton', 'LeeSin', 'Akali', 'Ezreal', 'Rell']",0
"['LeBlanc', 'Neeko', 'Kaisa', 'Ashe', 'Varus']","['KSante', 'Maokai', 'Azir', 'Xayah', 'Nautilus']",1
"['Sejuani', 'Annie', 'Kaisa', 'Poppy', 'Nautilus']","['Rumble', 'Vi', 'LeBlanc', 'Draven', 'Rell']",0
"['Tristana', 'Neeko', 'Lee Sin', 'Rakan', 'Jinx']","['Renekton', 'Maokai', 'Azir', 'Aphelios', 'Alistar']",1
"['Kaisa', 'Annie', 'Azir', 'Jinx', 'Draven']","['Rumble', 'Nocturne', 'LeBlanc', 'Aphelios', 'Rell']",0
"['Tristana', 'Neeko', 'Sejuani', 'Vi', 'Lee Sin']","['Renekton', 'Viego', 'TwistedFate', 'Ezreal', 'Nautilus']",1
"['Poppy', 'LeBlanc', 'Tristana', 'Alistar', 'Jax']","['KSante', 'Viego', 'Azir', 'Kaisa', 'Rakan']",1
"['Neeko', 'Sejuani', 'Annie', 'Rumble', 'Veigar']","['Renekton', 'Vi', 'Ahri', 'Xayah', 'Maokai']",0
"['LeBlanc', 'Tristana', 'Poppy', 'Xayah', 'Heimerdinger']","['Rumble', 'Viego', 'TwistedFate', 'Kaisa', 'Nautilus']",0
"['Neeko', 'Sejuani', 'Vi', 'Azir', 'KSante']","['Renekton', 'KhaZix', 'Annie', 'Draven', 'Maokai']",1
"['Vi', 'LeBlanc', 'Tristana', 'Rakan', 'Ahri']","['Quinn', 'Viego', 'Azir', 'Kaisa', 'Nautilus']",1
"['Neeko', 'Sejuani', 'Annie', 'Alistar', 'Renata Glasc']","['Renekton', 'Poppy', 'Taliyah', 'Xayah', 'Maokai']",0
"['Poppy', 'Sejuani', 'Azir', 'Gangplank', 'Gnar']","['Renekton', 'LeeSin', 'Neeko', 'Aphelios', 'Milio']",1
"['Tristana', 'LeBlanc', 'Jayce', 'Nautilus', 'Rell']","['Rumble', 'Viego', 'Annie', 'Kaisa', 'Rakan']",0
"['Neeko', 'Annie', 'LeBlanc', 'Jax', 'Gangplank']","['Renekton', 'Sejuani', 'Yone', 'Kaisa', 'Rell']",1
"['Tristana', 'Rumble', 'Poppy', 'Akali', 'Sylas']","['Ornn', 'LeeSin', 'Azir', 'Xayah', 'Rakan']",0
"['Poppy', 'Vi', 'LeBlanc', 'Lee Sin', 'Nautilus']","['Jax', 'Sejuani', 'Tristana', 'Ezreal', 'Rell']",0
"['Yone', 'Neeko', 'Annie', 'Aphelios', 'Xayah']","['Gragas', 'Skarner', 'Azir', 'Kaisa', 'Rakan']",1
